mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.33119521141052244,0.011716729075587571,0.033231687545776364,0.003593639841907785,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.8805289154257221,0.8659127645504464,0.8434753630483397,0.8806794111931597,0.8536964071521581,0.8648585722739652,0.014688808576260155,76,0.8953209283685327,0.8909115949442247,0.9005560676293498,0.8941636296068547,0.8950954321270503,0.8952095305352025,0.0031040955500505917
0.3166202068328857,0.024588758597991978,0.03180608749389648,0.0029495364179077783,0.8,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.8808846686232881,0.8577587599912664,0.8354824092924369,0.8672994443375238,0.8493786310645992,0.8581607826618228,0.015436881537396955,107,0.8905920016949213,0.8876378695671686,0.8943174021167628,0.8941701534791915,0.894735755260302,0.8922906364236691,0.0027623384667565987
0.6322126388549805,0.016392843969209057,0.03484368324279785,0.005619932808546866,0.8,0.01,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.8806528756999022,0.8781576745786387,0.845762939516338,0.8846532634032634,0.8655236791460825,0.8709500864688449,0.014125924899690301,3,0.9029379942358176,0.9025998394338987,0.9117211921151414,0.9051472225124096,0.900182796232375,0.9045178089059285,0.0039306907106563165
0.6309446811676025,0.02695276349847583,0.02203259468078613,0.017620413794699738,0.8,0.01,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.8866306817900517,0.8616251823917629,0.8472670988950493,0.8826675595729593,0.8634063916236911,0.8683193828547028,0.014514284732152213,27,0.9001382900746174,0.8988337266437278,0.9033140698466071,0.9039615384443516,0.9014337283000157,0.9015362706618639,0.0019136929004571568
0.9092437744140625,0.04044736423151846,0.01665220260620117,0.0011995114340560208,0.8,0.01,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",0.8665452156505942,0.8717178990963537,0.8457914145877236,0.8828808912427112,0.8736266696617216,0.8681124180478209,0.012346639897401071,30,0.9120901671182466,0.9134075392200138,0.9178201776741023,0.9138885819390569,0.9104768985199644,0.9135366728942769,0.002447183150571368
0.8520382404327392,0.06056181188569398,0.01839313507080078,0.0035372868452001748,0.8,0.01,3,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0}",0.8766193269378949,0.8676435938818604,0.8450747084414537,0.8826675595729593,0.8655434617241814,0.8675097301116699,0.012805927350548082,39,0.9093284081951086,0.9106000754427684,0.9197323693475584,0.9121781006779753,0.91153679942482,0.9126751506176461,0.00365660662655326
0.761104679107666,0.02757175010174198,0.018552780151367188,0.0022240713956139793,0.8,0.01,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.8665231345452582,0.8741635456638488,0.853878351085726,0.8662070877452811,0.8764267751059005,0.8674397788292028,0.007902496175478675,42,0.9363691283593589,0.937947244563524,0.9426789912067765,0.9393744282179984,0.932251754715428,0.9377243094126172,0.0034382214715051075
0.7670933723449707,0.03795508837948347,0.016015243530273438,0.0012626952847605605,0.8,0.01,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.8561899295800574,0.876334871918324,0.8503404383850626,0.8737755837912088,0.8685163382338578,0.8650314323817021,0.010103167566952707,73,0.9420343252864289,0.9415503143416882,0.9447265172716311,0.9439335701562609,0.9342829002029103,0.9413055254517838,0.0037018411685513465
1.6242671012878418,0.11222513085425614,0.02392878532409668,0.007458898022537821,0.8,0.01,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.8664097306471032,0.8719505132555907,0.8471760656931638,0.8741233991924148,0.8703229053229052,0.8659965228222355,0.009742628540722685,61,0.9434428947652163,0.9517609099649121,0.9539089751202868,0.9481018768848943,0.9476126856958582,0.9489654684862335,0.0036146198455039675
1.7550649166107177,0.12510437130567378,0.02626972198486328,0.010694541563911645,0.8,0.01,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.8643562232862074,0.8842283497993206,0.8413188988741607,0.8781699674887461,0.8744619581425914,0.8685070795182053,0.015049366078384774,23,0.9522438705808,0.9589500076172801,0.9550023282637586,0.9552494897348819,0.950681328371987,0.9544254049137415,0.002837646460199599
2.436874437332153,0.27835062741431094,0.030396223068237305,0.004614344982976828,0.8,0.01,5,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",0.8660529519904521,0.8779749728784533,0.847228700994863,0.8739214722586283,0.8658878073179177,0.8662131810880629,0.010566925047087563,58,0.957442289041607,0.9640994578395561,0.9621383066160087,0.9589147536594628,0.9563392623328151,0.95978681389789,0.0029076214824484904
2.528575801849365,0.23775749731819373,0.03348455429077148,0.0071469562129992436,0.8,0.01,5,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",0.860347830860141,0.8820579703826849,0.8433074642683109,0.8717289184266124,0.8781375240073526,0.8671159415890204,0.013990496588384959,48,0.9605432614448165,0.96670596064357,0.9663139874565007,0.962527523568988,0.9579451911528101,0.962807184853337,0.0033568038232114883
