mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.031895685195922854,0.002486980754940915,0.006665611267089843,0.00035378909093341176,gini,15,4,5,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8006006514943319,0.8190691823008682,0.8005658738687593,0.8033039507397305,0.8430589293975924,0.8133197175602564,0.016384308474934942,130,0.9440088590211525,0.949223627854652,0.9429089269953683,0.949206079017284,0.9449960141160688,0.946068701400905,0.0026523379185415656
0.038231849670410156,0.01347594038527525,0.00916290283203125,0.00390752668700569,gini,15,4,10,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8090224591957593,0.8197573094372527,0.7967398989898989,0.8040117482950265,0.8372125454261264,0.8133487922688127,0.01408758809043727,127,0.937728955384393,0.9394902189044606,0.9386718366752473,0.9454962490431531,0.9387363174427008,0.940024715489991,0.0027922797532274903
0.03550868034362793,0.005196222556382207,0.008742189407348633,0.0017973724571742123,gini,15,4,20,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'min_samples_split': 20}",0.8340202189975234,0.8205417804927287,0.7901695138494035,0.8182458421396109,0.8570089795389298,0.8239972670036393,0.02181544814869465,86,0.9179203394747851,0.9133729243521153,0.9279173945486778,0.9250421255102187,0.9169638114171753,0.9202433190605944,0.005390245002360982
0.032390928268432616,0.003714519748404554,0.008320093154907227,0.0014465614757586615,gini,15,8,2,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 2}",0.8170954931111929,0.8332873527916631,0.7946632610067369,0.8317447882044252,0.8620565710089705,0.8277694932245977,0.02205361801362315,63,0.910713347385398,0.9149277980028152,0.9201160746615162,0.9200640138668439,0.9162920421683298,0.9164226552169806,0.003514219508943593
0.037099027633666994,0.004171840011731465,0.009535264968872071,0.003142744716217158,gini,15,8,5,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.8170954931111929,0.8332873527916631,0.7946632610067369,0.8317447882044252,0.8620565710089705,0.8277694932245977,0.02205361801362315,63,0.910713347385398,0.9149277980028152,0.9201160746615162,0.9200640138668439,0.9162920421683298,0.9164226552169806,0.003514219508943593
0.02828969955444336,0.0011881075865939371,0.007041120529174804,0.0005202182293063039,gini,15,8,10,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 10}",0.8170954931111929,0.8332873527916631,0.7946632610067369,0.8317447882044252,0.8620565710089705,0.8277694932245977,0.02205361801362315,63,0.910713347385398,0.9149277980028152,0.9201160746615162,0.9200640138668439,0.9162920421683298,0.9164226552169806,0.003514219508943593
0.03250851631164551,0.004252966361199597,0.010437440872192384,0.0046825544785382145,gini,15,8,20,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 8, 'min_samples_split': 20}",0.8184919682745929,0.8290629118739173,0.8043490057150238,0.8397865853658537,0.8556631855699379,0.8294707313598652,0.017574197884455297,54,0.9048078691312279,0.9082991694934125,0.9181739847088604,0.9124029278295214,0.9088350288022833,0.9105037959930611,0.004528294191493161
0.03321399688720703,0.0013723614364507548,0.006960153579711914,0.0002532741112846994,gini,20,1,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7864806205754176,0.8268280478223365,0.8147251672439794,0.7969785958138034,0.8388272618303106,0.8127679386571695,0.019083669338343767,136,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03604040145874023,0.004099635212852342,0.007211732864379883,0.0006902642294660273,gini,20,1,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7892587306190261,0.7955624950860917,0.8136668618016082,0.7933942386009674,0.8363403702103794,0.8056445392636146,0.017474575259363627,153,0.9843624789637195,0.9801450057512413,0.9833380776160378,0.986937268268332,0.9869565401183195,0.98434787414353,0.002537483207912541
0.033399772644042966,0.0023614378975666695,0.007986640930175782,0.001193284379614066,gini,20,1,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7888751143186796,0.8150873055400932,0.8179018819425952,0.7854956054874087,0.844217663895325,0.8103155142368204,0.021472761059797563,145,0.9587514769078177,0.9587015929378969,0.9629108636743701,0.9649664666060948,0.9550792738742544,0.9600819348000869,0.0034803323903938306
0.034699535369873045,0.0021462744780804967,0.0071563243865966795,0.0005872599021778191,gini,20,1,20,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",0.8119590818974497,0.8030946297443224,0.813307075158474,0.812008955865717,0.8592384226702089,0.8199216330672344,0.01999361419788354,111,0.9338406345676776,0.9320141048736174,0.9450972147375544,0.9376011457645461,0.933347278169333,0.9363800756225457,0.0047368311873225875
0.033684921264648435,0.004360521814370806,0.007021522521972657,0.0007825853503276005,gini,20,2,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7939833213930254,0.8193562763923193,0.8140454635426102,0.7940253306219482,0.8375364693344135,0.8117893722568633,0.016479548638103997,143,0.9769334878314102,0.9732211873850987,0.9754275895606833,0.9737043775348373,0.9748209325855993,0.9748215149795257,0.0013142907246126948
0.03312606811523437,0.002021617963095389,0.0075342655181884766,0.0010489158879986283,gini,20,2,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7968540873427945,0.8125259605399792,0.8213136283107694,0.7793739102401244,0.8142736711184319,0.8048682515104197,0.0150448735973526,155,0.9738046692303939,0.9700908377864484,0.9706833547520449,0.9662527753916944,0.9732795550651875,0.9708222384451538,0.0026969436983570187
0.03157134056091308,0.002115409928199903,0.00830836296081543,0.0022038190189551444,gini,20,2,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7842849059376837,0.8157236467236466,0.8113607453826447,0.7687157612157612,0.8370764442634351,0.8034323007046342,0.02415668296029273,159,0.9487272664341394,0.9504428375353237,0.9492691392647991,0.9522856009193547,0.945490309630467,0.9492430307568167,0.0022381411860114995
0.03271074295043945,0.0020873791901798986,0.007775306701660156,0.0014543234087257574,gini,20,2,20,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",0.8088337548664299,0.8036123360908966,0.8051827794561934,0.8136950729748261,0.8522860985852799,0.8167220083947251,0.018117443005316362,114,0.9264992501402239,0.9194990002561518,0.9384270627384133,0.9280015684859951,0.9222340957287354,0.9269321954699039,0.0064928808104014624
0.030461597442626952,0.0017544084783641723,0.007227849960327148,0.0012201669510117166,gini,20,4,2,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8006006514943319,0.8190691823008682,0.8005658738687593,0.8033039507397305,0.8430589293975924,0.8133197175602564,0.016384308474934942,130,0.9440088590211525,0.949223627854652,0.9429089269953683,0.949206079017284,0.9449960141160688,0.946068701400905,0.0026523379185415656
0.033120250701904295,0.006618251096069664,0.007222461700439453,0.000807875216608365,gini,20,4,5,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8006006514943319,0.8190691823008682,0.8005658738687593,0.8033039507397305,0.8430589293975924,0.8133197175602564,0.016384308474934942,130,0.9440088590211525,0.949223627854652,0.9429089269953683,0.949206079017284,0.9449960141160688,0.946068701400905,0.0026523379185415656
0.0314971923828125,0.004022468675707349,0.008004379272460938,0.000650887880549399,gini,20,4,10,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8090224591957593,0.8197573094372527,0.7967398989898989,0.8040117482950265,0.8372125454261264,0.8133487922688127,0.01408758809043727,127,0.937728955384393,0.9394902189044606,0.9386718366752473,0.9454962490431531,0.9387363174427008,0.940024715489991,0.0027922797532274903
